Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant,,Octant ID,+1,-1,+2,-2,+3,-3,+4,-4
118.49,30.97,0.26,0.43,,,,3.663466465,0.211669524,0.322422256,+1,,,,,,,,,,
118.5,25.99,1.36,0.74,,,,-1.316533535,1.311669524,0.632422256,+2,,,,,,,,,,
118.51,28.01,-1.07,0.41,,,,0.703466465,-1.118330476,0.302422256,+4,,,,,,,,,,
118.52,30.03,-3.51,0.08,,,,2.723466465,-3.558330476,-0.027577744,-4,,,,,,,,,,
118.53,28.96,-3.63,-0.98,,,,1.653466465,-3.678330476,-1.087577744,-4,,,,,,,,,,
118.54,29.19,-3.75,-1.83,,,,1.883466465,-3.798330476,-1.937577744,-4,,,,,,,,,,
118.55,30.05,-2.2,-1.19,,,,2.743466465,-2.248330476,-1.297577744,-4,,,,,,,,,,
118.56,28.04,-4.17,-0.67,,,,0.733466465,-4.218330476,-0.777577744,-4,,,,,,,,,,
118.57,26.03,-3.79,-0.17,,,,-1.276533535,-3.838330476,-0.277577744,-3,,,,,,,,,,
118.58,32.21,-3.42,-0.27,,,,4.903466465,-3.468330476,-0.377577744,-4,,,,,,,,,,
118.59,30.93,-2.02,-0.06,,,,3.623466465,-2.068330476,-0.167577744,-4,,,,,,,,,,
118.6,29.4,-0.62,0.32,,,,2.093466465,-0.668330476,0.212422256,+4,,,,,,,,,,
118.61,26.53,1.38,0.54,,,,-0.776533535,1.331669524,0.432422256,+2,,,,,,,,,,
118.62,27.91,2.23,0.24,,,,0.603466465,2.181669524,0.132422256,+1,,,,,,,,,,
118.63,31.79,2.92,-0.24,,,,4.483466465,2.871669524,-0.347577744,-1,,,,,,,,,,
118.64,29.85,3.61,0,,,,2.543466465,3.561669524,-0.107577744,-1,,,,,,,,,,
118.65,28.12,0.08,-0.66,,,,0.813466465,0.031669524,-0.767577744,-1,,,,,,,,,,
118.66,26.55,0.55,-0.82,,,,-0.756533535,0.501669524,-0.927577744,-2,,,,,,,,,,
118.67,26.39,4.32,-0.21,,,,-0.916533535,4.271669524,-0.317577744,-2,,,,,,,,,,
118.68,26.6,0.66,-0.03,,,,-0.706533535,0.611669524,-0.137577744,-2,,,,,,,,,,
118.69,30.34,-0.35,0,,,,3.033466465,-0.398330476,-0.107577744,-4,,,,,,,,,,
118.7,29.21,-2.32,0.65,,,,1.903466465,-2.368330476,0.542422256,+4,,,,,,,,,,
118.71,30.32,-1.86,0.44,,,,3.013466465,-1.908330476,0.332422256,+4,,,,,,,,,,
118.72,32.49,-0.46,-0.13,,,,5.183466465,-0.508330476,-0.237577744,-4,,,,,,,,,,
118.73,28.79,-1.02,0.01,,,,1.483466465,-1.068330476,-0.097577744,-4,,,,,,,,,,
118.74,28.83,0.52,0.03,,,,1.523466465,0.471669524,-0.077577744,-1,,,,,,,,,,
118.75,27.97,3.51,0.31,,,,0.663466465,3.461669524,0.202422256,+1,,,,,,,,,,
118.76,29.76,2.64,0.3,,,,2.453466465,2.591669524,0.192422256,+1,,,,,,,,,,
118.77,30.63,1.77,0.86,,,,3.323466465,1.721669524,0.752422256,+1,,,,,,,,,,
118.78,30.11,0.14,0.54,,,,2.803466465,0.091669524,0.432422256,+1,,,,,,,,,,
118.79,29.6,-1.48,0.23,,,,2.293466465,-1.528330476,0.122422256,+4,,,,,,,,,,
118.8,32.76,-3.77,-0.05,,,,5.453466465,-3.818330476,-0.157577744,-4,,,,,,,,,,
118.81,29.48,-4.43,-1.1,,,,2.173466465,-4.478330476,-1.207577744,-4,,,,,,,,,,
118.82,33.46,-5.27,-1.2,,,,6.153466465,-5.318330476,-1.307577744,-4,,,,,,,,,,
118.83,31.2,-5.56,0.02,,,,3.893466465,-5.608330476,-0.087577744,-4,,,,,,,,,,
118.84,28.94,-5.49,1.25,,,,1.633466465,-5.538330476,1.142422256,+4,,,,,,,,,,
118.85,31.46,-5.23,1.28,,,,4.153466465,-5.278330476,1.172422256,+4,,,,,,,,,,
118.86,30.59,-4.86,1.32,,,,3.283466465,-4.908330476,1.212422256,+4,,,,,,,,,,
118.87,29.73,-4.49,0.87,,,,2.423466465,-4.538330476,0.762422256,+4,,,,,,,,,,
118.88,30.7,-1.88,0.73,,,,3.393466465,-1.928330476,0.622422256,+4,,,,,,,,,,
118.89,32.73,-2.87,0.24,,,,5.423466465,-2.918330476,0.132422256,+4,,,,,,,,,,
118.9,32.42,-2.7,-0.4,,,,5.113466465,-2.748330476,-0.507577744,-4,,,,,,,,,,
118.91,34.31,-1.77,-0.54,,,,7.003466465,-1.818330476,-0.647577744,-4,,,,,,,,,,
118.92,33.63,-2.64,-1.44,,,,6.323466465,-2.688330476,-1.547577744,-4,,,,,,,,,,
118.93,32.96,-2.62,-2.21,,,,5.653466465,-2.668330476,-2.317577744,-4,,,,,,,,,,
118.94,31.24,-0.86,-1.99,,,,3.933466465,-0.908330476,-2.097577744,-4,,,,,,,,,,
118.95,33.25,-0.68,-1.78,,,,5.943466465,-0.728330476,-1.887577744,-4,,,,,,,,,,
118.96,32.71,3.15,-2.08,,,,5.403466465,3.101669524,-2.187577744,-1,,,,,,,,,,
118.97,32.15,2.25,-2.07,,,,4.843466465,2.201669524,-2.177577744,-1,,,,,,,,,,
118.98,31.74,-0.38,-2.06,,,,4.433466465,-0.428330476,-2.167577744,-4,,,,,,,,,,
118.99,32.76,0.74,-1.15,,,,5.453466465,0.691669524,-1.257577744,-1,,,,,,,,,,
119,33.41,2.32,-2.04,,,,6.103466465,2.271669524,-2.147577744,-1,,,,,,,,,,
119.01,31.99,0.2,-2.05,,,,4.683466465,0.151669524,-2.157577744,-1,,,,,,,,,,
119.02,27.7,0.7,-1.94,,,,0.393466465,0.651669524,-2.047577744,-1,,,,,,,,,,
119.03,31.36,2.04,-1.64,,,,4.053466465,1.991669524,-1.747577744,-1,,,,,,,,,,
119.04,29.53,3.4,-1.79,,,,2.223466465,3.351669524,-1.897577744,-1,,,,,,,,,,
119.05,31.27,-0.78,-0.68,,,,3.963466465,-0.828330476,-0.787577744,-4,,,,,,,,,,
119.06,33.14,2.82,0.49,,,,5.833466465,2.771669524,0.382422256,+1,,,,,,,,,,
119.07,33.3,-1.24,-0.43,,,,5.993466465,-1.288330476,-0.537577744,-4,,,,,,,,,,
119.08,33.39,-0.65,-0.48,,,,6.083466465,-0.698330476,-0.587577744,-4,,,,,,,,,,
119.09,34.37,0.1,-1.54,,,,7.063466465,0.051669524,-1.647577744,-1,,,,,,,,,,
119.1,29.87,-0.27,-1.01,,,,2.563466465,-0.318330476,-1.117577744,-4,,,,,,,,,,
119.11,25.38,-0.89,-0.31,,,,-1.926533535,-0.938330476,-0.417577744,-3,,,,,,,,,,
119.12,30.36,-0.57,-0.66,,,,3.053466465,-0.618330476,-0.767577744,-4,,,,,,,,,,
119.13,32.42,-2.21,-1.86,,,,5.113466465,-2.258330476,-1.967577744,-4,,,,,,,,,,
119.14,32.07,-1.39,-1.26,,,,4.763466465,-1.438330476,-1.367577744,-4,,,,,,,,,,
119.15,31.74,-2.32,-0.23,,,,4.433466465,-2.368330476,-0.337577744,-4,,,,,,,,,,
119.16,33.11,-3.25,-0.74,,,,5.803466465,-3.298330476,-0.847577744,-4,,,,,,,,,,
119.17,32.93,0.47,-0.39,,,,5.623466465,0.421669524,-0.497577744,-1,,,,,,,,,,
119.18,33.7,0.17,-0.4,,,,6.393466465,0.121669524,-0.507577744,-1,,,,,,,,,,
119.19,32.6,-1.37,-0.87,,,,5.293466465,-1.418330476,-0.977577744,-4,,,,,,,,,,
119.2,31.51,-1.77,-0.32,,,,4.203466465,-1.818330476,-0.427577744,-4,,,,,,,,,,
119.21,28.56,-2.17,0.23,,,,1.253466465,-2.218330476,0.122422256,+4,,,,,,,,,,
119.22,31.16,-2.37,0.26,,,,3.853466465,-2.418330476,0.152422256,+4,,,,,,,,,,
119.23,31.4,0.38,1.35,,,,4.093466465,0.331669524,1.242422256,+1,,,,,,,,,,
119.24,33.27,1.13,0.03,,,,5.963466465,1.081669524,-0.077577744,-1,,,,,,,,,,
119.25,31.15,0.75,0.69,,,,3.843466465,0.701669524,0.582422256,+1,,,,,,,,,,
119.26,29.03,0.15,0.6,,,,1.723466465,0.101669524,0.492422256,+1,,,,,,,,,,
119.27,32.09,0.45,0.64,,,,4.783466465,0.401669524,0.532422256,+1,,,,,,,,,,
119.28,31.65,-3.4,-0.77,,,,4.343466465,-3.448330476,-0.877577744,-4,,,,,,,,,,
119.29,27.32,1.4,-0.46,,,,0.013466465,1.351669524,-0.567577744,-1,,,,,,,,,,
119.3,27.86,-0.65,-0.31,,,,0.553466465,-0.698330476,-0.417577744,-4,,,,,,,,,,
119.31,25.87,-0.4,-0.97,,,,-1.436533535,-0.448330476,-1.077577744,-3,,,,,,,,,,
119.32,30.88,3.59,-0.55,,,,3.573466465,3.541669524,-0.657577744,-1,,,,,,,,,,
119.33,28.37,1.59,-0.76,,,,1.063466465,1.541669524,-0.867577744,-1,,,,,,,,,,
119.34,29.48,-3.07,-1.52,,,,2.173466465,-3.118330476,-1.627577744,-4,,,,,,,,,,
119.35,28.33,-3.12,-1.53,,,,1.023466465,-3.168330476,-1.637577744,-4,,,,,,,,,,
119.36,32.57,-3.18,-0.49,,,,5.263466465,-3.228330476,-0.597577744,-4,,,,,,,,,,
119.37,34.08,-4.34,-0.28,,,,6.773466465,-4.388330476,-0.387577744,-4,,,,,,,,,,
119.38,33.69,-4.71,-0.65,,,,6.383466465,-4.758330476,-0.757577744,-4,,,,,,,,,,
119.39,33.31,-4.68,-1.6,,,,6.003466465,-4.728330476,-1.707577744,-4,,,,,,,,,,
119.4,31.02,-4.67,-1.65,,,,3.713466465,-4.718330476,-1.757577744,-4,,,,,,,,,,
119.41,30.66,-6.66,-1.7,,,,3.353466465,-6.708330476,-1.807577744,-4,,,,,,,,,,
119.42,31.45,-7.42,-2.19,,,,4.143466465,-7.468330476,-2.297577744,-4,,,,,,,,,,
119.43,32.24,-7.07,-1.94,,,,4.933466465,-7.118330476,-2.047577744,-4,,,,,,,,,,
119.44,31.45,-6.56,-0.31,,,,4.143466465,-6.608330476,-0.417577744,-4,,,,,,,,,,
119.45,30.84,-4.59,0.38,,,,3.533466465,-4.638330476,0.272422256,+4,,,,,,,,,,
119.46,29.39,-2.63,0.73,,,,2.083466465,-2.678330476,0.622422256,+4,,,,,,,,,,
119.47,30.93,1.25,1.07,,,,3.623466465,1.201669524,0.962422256,+1,,,,,,,,,,
119.48,32.47,-0.69,0.9,,,,5.163466465,-0.738330476,0.792422256,+4,,,,,,,,,,
119.49,33.14,-1.68,-1.51,,,,5.833466465,-1.728330476,-1.617577744,-4,,,,,,,,,,
119.5,30.73,-0.77,-1.6,,,,3.423466465,-0.818330476,-1.707577744,-4,,,,,,,,,,
119.51,32.08,-1.25,-1.84,,,,4.773466465,-1.298330476,-1.947577744,-4,,,,,,,,,,
119.52,31.83,-2.84,-1.35,,,,4.523466465,-2.888330476,-1.457577744,-4,,,,,,,,,,
119.53,30.27,-1.13,-1.85,,,,2.963466465,-1.178330476,-1.957577744,-4,,,,,,,,,,
119.54,28.72,-1.04,0.1,,,,1.413466465,-1.088330476,-0.007577744,-4,,,,,,,,,,
119.55,32.51,-3.51,-1.15,,,,5.203466465,-3.558330476,-1.257577744,-4,,,,,,,,,,
119.56,33.23,-2.16,-2.03,,,,5.923466465,-2.208330476,-2.137577744,-4,,,,,,,,,,
119.57,31.66,-0.81,-2.42,,,,4.353466465,-0.858330476,-2.527577744,-4,,,,,,,,,,
119.58,30.09,-4.1,-2.24,,,,2.783466465,-4.148330476,-2.347577744,-4,,,,,,,,,,
119.59,30.91,1.08,-2.07,,,,3.603466465,1.031669524,-2.177577744,-1,,,,,,,,,,
119.6,29.87,-0.68,-2.27,,,,2.563466465,-0.728330476,-2.377577744,-4,,,,,,,,,,
119.61,28.58,0.41,-1.73,,,,1.273466465,0.361669524,-1.837577744,-1,,,,,,,,,,
119.62,27.43,-1.63,-1.2,,,,0.123466465,-1.678330476,-1.307577744,-4,,,,,,,,,,
119.63,26.28,-3.68,0.07,,,,-1.026533535,-3.728330476,-0.037577744,-3,,,,,,,,,,
119.64,30.07,-1.93,0.91,,,,2.763466465,-1.978330476,0.802422256,+4,,,,,,,,,,
119.65,33.03,-2.27,1.22,,,,5.723466465,-2.318330476,1.112422256,+4,,,,,,,,,,
119.66,34.03,-1.53,-0.28,,,,6.723466465,-1.578330476,-0.387577744,-4,,,,,,,,,,
119.67,33.3,-0.31,-2.16,,,,5.993466465,-0.358330476,-2.267577744,-4,,,,,,,,,,
119.68,32.58,-2.96,-2.56,,,,5.273466465,-3.008330476,-2.667577744,-4,,,,,,,,,,
119.69,32.12,-2.44,-2.66,,,,4.813466465,-2.488330476,-2.767577744,-4,,,,,,,,,,
119.7,30.45,-3.59,-2.54,,,,3.143466465,-3.638330476,-2.647577744,-4,,,,,,,,,,
119.71,30.61,-0.99,-2.3,,,,3.303466465,-1.038330476,-2.407577744,-4,,,,,,,,,,
119.72,30.77,1.59,-2.07,,,,3.463466465,1.541669524,-2.177577744,-1,,,,,,,,,,
119.73,32.15,1.24,-1.97,,,,4.843466465,1.191669524,-2.077577744,-1,,,,,,,,,,
119.74,30.24,1.28,-2,,,,2.933466465,1.231669524,-2.107577744,-1,,,,,,,,,,
119.75,29.15,2.35,-0.37,,,,1.843466465,2.301669524,-0.477577744,-1,,,,,,,,,,
119.76,28.06,3.42,1.25,,,,0.753466465,3.371669524,1.142422256,+1,,,,,,,,,,
119.77,31.25,-1.29,0.24,,,,3.943466465,-1.338330476,0.132422256,+4,,,,,,,,,,
119.78,30.77,0.35,0.82,,,,3.463466465,0.301669524,0.712422256,+1,,,,,,,,,,
119.79,28.76,-0.5,1.12,,,,1.453466465,-0.548330476,1.012422256,+4,,,,,,,,,,
119.8,26.76,-1.36,1.44,,,,-0.546533535,-1.408330476,1.332422256,+3,,,,,,,,,,
119.81,27.86,0.12,1.97,,,,0.553466465,0.071669524,1.862422256,+1,,,,,,,,,,
119.82,28.96,1.6,2.51,,,,1.653466465,1.551669524,2.402422256,+1,,,,,,,,,,
119.83,30.86,-0.64,2.83,,,,3.553466465,-0.688330476,2.722422256,+4,,,,,,,,,,
119.84,32.76,-2.89,2.65,,,,5.453466465,-2.938330476,2.542422256,+4,,,,,,,,,,
119.85,30.69,-1.95,2.48,,,,3.383466465,-1.998330476,2.372422256,+4,,,,,,,,,,
119.86,28.63,-1.02,1.82,,,,1.323466465,-1.068330476,1.712422256,+4,,,,,,,,,,
119.87,29.92,0.46,1.8,,,,2.613466465,0.411669524,1.692422256,+1,,,,,,,,,,
119.88,31.13,1.55,1.79,,,,3.823466465,1.501669524,1.682422256,+1,,,,,,,,,,
119.89,29.94,-3.53,1.85,,,,2.633466465,-3.578330476,1.742422256,+4,,,,,,,,,,
119.9,31.18,-1.93,1.73,,,,3.873466465,-1.978330476,1.622422256,+4,,,,,,,,,,
119.91,32.24,-1.6,-0.1,,,,4.933466465,-1.648330476,-0.207577744,-4,,,,,,,,,,
119.92,27.75,1.15,0.34,,,,0.443466465,1.101669524,0.232422256,+1,,,,,,,,,,
119.93,28.27,3.48,0.43,,,,0.963466465,3.431669524,0.322422256,+1,,,,,,,,,,
119.94,28.79,2.09,0.52,,,,1.483466465,2.041669524,0.412422256,+1,,,,,,,,,,
119.95,30.86,0.71,0.63,,,,3.553466465,0.661669524,0.522422256,+1,,,,,,,,,,
119.96,30.43,1.72,1.08,,,,3.123466465,1.671669524,0.972422256,+1,,,,,,,,,,
119.97,30.01,1.2,0.55,,,,2.703466465,1.151669524,0.442422256,+1,,,,,,,,,,
119.98,29.07,2.8,-0.49,,,,1.763466465,2.751669524,-0.597577744,-1,,,,,,,,,,
119.99,28.13,4.41,-1.54,,,,0.823466465,4.361669524,-1.647577744,-1,,,,,,,,,,
120,27.64,3.99,-1.47,,,,0.333466465,3.941669524,-1.577577744,-1,,,,,,,,,,
120.01,26.94,3.31,-0.87,,,,-0.366533535,3.261669524,-0.977577744,-2,,,,,,,,,,
120.02,29.35,2.16,-1.47,,,,2.043466465,2.111669524,-1.577577744,-1,,,,,,,,,,
120.03,28.98,1.29,-1.57,,,,1.673466465,1.241669524,-1.677577744,-1,,,,,,,,,,
120.04,28.61,0.43,-1.68,,,,1.303466465,0.381669524,-1.787577744,-1,,,,,,,,,,
120.05,28.06,2.63,-1.66,,,,0.753466465,2.581669524,-1.767577744,-1,,,,,,,,,,
120.06,27.07,1.97,-0.55,,,,-0.236533535,1.921669524,-0.657577744,-2,,,,,,,,,,
120.07,24.95,1.08,-0.43,,,,-2.356533535,1.031669524,-0.537577744,-2,,,,,,,,,,
120.08,30.73,0.49,1.16,,,,3.423466465,0.441669524,1.052422256,+1,,,,,,,,,,
120.09,30.59,-0.62,0.2,,,,3.283466465,-0.668330476,0.092422256,+4,,,,,,,,,,
120.1,29.49,0.26,-1.03,,,,2.183466465,0.211669524,-1.137577744,-1,,,,,,,,,,
120.11,29.35,0.4,-0.97,,,,2.043466465,0.351669524,-1.077577744,-1,,,,,,,,,,
120.12,23.69,0.74,0.35,,,,-3.616533535,0.691669524,0.242422256,+2,,,,,,,,,,
120.13,26.52,0.57,-0.3,,,,-0.786533535,0.521669524,-0.407577744,-2,,,,,,,,,,
120.14,29.55,-2.14,0.15,,,,2.243466465,-2.188330476,0.042422256,+4,,,,,,,,,,
120.15,28.65,0.32,-0.03,,,,1.343466465,0.271669524,-0.137577744,-1,,,,,,,,,,
120.16,26.26,0.35,0.78,,,,-1.046533535,0.301669524,0.672422256,+2,,,,,,,,,,
120.17,29.58,-2.96,0.28,,,,2.273466465,-3.008330476,0.172422256,+4,,,,,,,,,,
120.18,32.67,-0.85,0.2,,,,5.363466465,-0.898330476,0.092422256,+4,,,,,,,,,,
120.19,28.56,-2.37,-0.19,,,,1.253466465,-2.418330476,-0.297577744,-4,,,,,,,,,,
120.2,30.25,-2.52,0.4,,,,2.943466465,-2.568330476,0.292422256,+4,,,,,,,,,,
120.21,31.7,-2.19,-0.93,,,,4.393466465,-2.238330476,-1.037577744,-4,,,,,,,,,,
120.22,30.98,-1.93,-0.41,,,,3.673466465,-1.978330476,-0.517577744,-4,,,,,,,,,,
120.23,27.07,0.24,-0.03,,,,-0.236533535,0.191669524,-0.137577744,-2,,,,,,,,,,
120.24,31.42,0.06,-1.04,,,,4.113466465,0.011669524,-1.147577744,-1,,,,,,,,,,
120.25,32.71,2.4,-1.35,,,,5.403466465,2.351669524,-1.457577744,-1,,,,,,,,,,
120.26,33.02,0.91,-1.46,,,,5.713466465,0.861669524,-1.567577744,-1,,,,,,,,,,
120.27,33.34,-0.57,-1.57,,,,6.033466465,-0.618330476,-1.677577744,-4,,,,,,,,,,
120.28,30.88,-0.08,-1.35,,,,3.573466465,-0.128330476,-1.457577744,-4,,,,,,,,,,
120.29,29.91,-0.76,-1.07,,,,2.603466465,-0.808330476,-1.177577744,-4,,,,,,,,,,
120.3,29.15,-0.46,-0.19,,,,1.843466465,-0.508330476,-0.297577744,-4,,,,,,,,,,
120.31,31.45,-1.92,-0.65,,,,4.143466465,-1.968330476,-0.757577744,-4,,,,,,,,,,
120.32,30.63,-3.07,-1.53,,,,3.323466465,-3.118330476,-1.637577744,-4,,,,,,,,,,
120.33,30.34,-0.93,-1.67,,,,3.033466465,-0.978330476,-1.777577744,-4,,,,,,,,,,
120.34,32.19,-2.12,-1.74,,,,4.883466465,-2.168330476,-1.847577744,-4,,,,,,,,,,
120.35,30.86,-0.22,-1.82,,,,3.553466465,-0.268330476,-1.927577744,-4,,,,,,,,,,
120.36,29.55,1.68,-1.9,,,,2.243466465,1.631669524,-2.007577744,-1,,,,,,,,,,
120.37,21.27,1.42,-0.52,,,,-6.036533535,1.371669524,-0.627577744,-2,,,,,,,,,,
120.38,25.41,1.54,-1.21,,,,-1.896533535,1.491669524,-1.317577744,-2,,,,,,,,,,
120.39,27.97,2.31,1.74,,,,0.663466465,2.261669524,1.632422256,+1,,,,,,,,,,
120.4,30.72,0.08,1.79,,,,3.413466465,0.031669524,1.682422256,+1,,,,,,,,,,
120.41,31.84,-2.37,1.84,,,,4.533466465,-2.418330476,1.732422256,+4,,,,,,,,,,
120.42,32.96,-6.11,1.11,,,,5.653466465,-6.158330476,1.002422256,+4,,,,,,,,,,
120.43,34.79,-6.58,0.24,,,,7.483466465,-6.628330476,0.132422256,+4,,,,,,,,,,
120.44,35.15,-5.24,-0.54,,,,7.843466465,-5.288330476,-0.647577744,-4,,,,,,,,,,
120.45,32.26,-3.9,-0.82,,,,4.953466465,-3.948330476,-0.927577744,-4,,,,,,,,,,
120.46,29.39,-1.14,-0.08,,,,2.083466465,-1.188330476,-0.187577744,-4,,,,,,,,,,
120.47,27.79,0.34,-0.02,,,,0.483466465,0.291669524,-0.127577744,-1,,,,,,,,,,
120.48,26.19,1.83,0.03,,,,-1.116533535,1.781669524,-0.077577744,-2,,,,,,,,,,
120.49,29.42,3.15,-0.01,,,,2.113466465,3.101669524,-0.117577744,-1,,,,,,,,,,
120.5,30.74,-0.42,0.76,,,,3.433466465,-0.468330476,0.652422256,+4,,,,,,,,,,
120.51,33.31,-4.33,1.06,,,,6.003466465,-4.378330476,0.952422256,+4,,,,,,,,,,
120.52,34.31,-4.65,1.37,,,,7.003466465,-4.698330476,1.262422256,+4,,,,,,,,,,
120.53,32.2,-2.48,-0.08,,,,4.893466465,-2.528330476,-0.187577744,-4,,,,,,,,,,
120.54,30.09,-0.32,-0.82,,,,2.783466465,-0.368330476,-0.927577744,-4,,,,,,,,,,
120.55,31.29,-2.39,0.51,,,,3.983466465,-2.438330476,0.402422256,+4,,,,,,,,,,
120.56,24.02,-4.03,0.15,,,,-3.286533535,-4.078330476,0.042422256,+3,,,,,,,,,,
120.57,27.65,-3.21,0.33,,,,0.343466465,-3.258330476,0.222422256,+4,,,,,,,,,,
120.58,27.93,-1.25,1.59,,,,0.623466465,-1.298330476,1.482422256,+4,,,,,,,,,,
120.59,28.13,-2.17,0.91,,,,0.823466465,-2.218330476,0.802422256,+4,,,,,,,,,,
120.6,28.34,-3.11,0.23,,,,1.033466465,-3.158330476,0.122422256,+4,,,,,,,,,,
120.61,29.55,-2.76,0.13,,,,2.243466465,-2.808330476,0.022422256,+4,,,,,,,,,,
120.62,31.52,-3.8,0,,,,4.213466465,-3.848330476,-0.107577744,-4,,,,,,,,,,
120.63,30.79,-3.64,0.24,,,,3.483466465,-3.688330476,0.132422256,+4,,,,,,,,,,
120.64,30.32,-3.48,1.14,,,,3.013466465,-3.528330476,1.032422256,+4,,,,,,,,,,
120.65,31.55,1.09,0.81,,,,4.243466465,1.041669524,0.702422256,+1,,,,,,,,,,
120.66,32.79,-1.19,0.97,,,,5.483466465,-1.238330476,0.862422256,+4,,,,,,,,,,
120.67,33.14,-2.69,0.52,,,,5.833466465,-2.738330476,0.412422256,+4,,,,,,,,,,
120.68,33.49,-1.46,0,,,,6.183466465,-1.508330476,-0.107577744,-4,,,,,,,,,,
120.69,32.87,-0.24,-0.52,,,,5.563466465,-0.288330476,-0.627577744,-4,,,,,,,,,,
120.7,34.14,-0.97,-1.79,,,,6.833466465,-1.018330476,-1.897577744,-4,,,,,,,,,,
120.71,34.45,0.57,-1.61,,,,7.143466465,0.521669524,-1.717577744,-1,,,,,,,,,,
120.72,33.95,-0.7,-1.44,,,,6.643466465,-0.748330476,-1.547577744,-4,,,,,,,,,,
120.73,33.45,0.57,-1.64,,,,6.143466465,0.521669524,-1.747577744,-1,,,,,,,,,,
120.74,34.77,-0.27,-1.57,,,,7.463466465,-0.318330476,-1.677577744,-4,,,,,,,,,,
120.75,37.06,-0.63,-2.32,,,,9.753466465,-0.678330476,-2.427577744,-4,,,,,,,,,,
120.76,35.92,-3.73,-1.73,,,,8.613466465,-3.778330476,-1.837577744,-4,,,,,,,,,,
120.77,33.06,-1.51,-1.15,,,,5.753466465,-1.558330476,-1.257577744,-4,,,,,,,,,,
120.78,30.21,0.7,0.74,,,,2.903466465,0.651669524,0.632422256,+1,,,,,,,,,,
120.79,32.49,-0.4,-0.2,,,,5.183466465,-0.448330476,-0.307577744,-4,,,,,,,,,,
120.8,33.65,-1.68,0.26,,,,6.343466465,-1.728330476,0.152422256,+4,,,,,,,,,,
120.81,34.73,0.46,0.38,,,,7.423466465,0.411669524,0.272422256,+1,,,,,,,,,,
120.82,33.82,1.41,-0.44,,,,6.513466465,1.361669524,-0.547577744,-1,,,,,,,,,,
120.83,32.91,2.19,-0.87,,,,5.603466465,2.141669524,-0.977577744,-1,,,,,,,,,,
120.84,31.2,2.98,-1.1,,,,3.893466465,2.931669524,-1.207577744,-1,,,,,,,,,,
120.85,29.78,4.61,0.03,,,,2.473466465,4.561669524,-0.077577744,-1,,,,,,,,,,
120.86,24.59,5.42,0.78,,,,-2.716533535,5.371669524,0.672422256,+2,,,,,,,,,,
120.87,28.9,5.52,0.15,,,,1.593466465,5.471669524,0.042422256,+1,,,,,,,,,,
120.88,31.04,6.53,0.41,,,,3.733466465,6.481669524,0.302422256,+1,,,,,,,,,,
120.89,30.63,5.3,-0.27,,,,3.323466465,5.251669524,-0.377577744,-1,,,,,,,,,,
120.9,31.88,4.08,-1.78,,,,4.573466465,4.031669524,-1.887577744,-1,,,,,,,,,,
120.91,33.14,2.73,-2.2,,,,5.833466465,2.681669524,-2.307577744,-1,,,,,,,,,,
120.92,32.58,1.18,-2.17,,,,5.273466465,1.131669524,-2.277577744,-1,,,,,,,,,,
120.93,32.03,-0.35,-2.15,,,,4.723466465,-0.398330476,-2.257577744,-4,,,,,,,,,,
120.94,32.1,0.9,-1.48,,,,4.793466465,0.851669524,-1.587577744,-1,,,,,,,,,,
120.95,32.17,2.16,-0.82,,,,4.863466465,2.111669524,-0.927577744,-1,,,,,,,,,,
120.96,31.79,4.4,-1.26,,,,4.483466465,4.351669524,-1.367577744,-1,,,,,,,,,,
120.97,31.42,4.73,-1.71,,,,4.113466465,4.681669524,-1.817577744,-1,,,,,,,,,,
120.98,32.65,3.82,-0.64,,,,5.343466465,3.771669524,-0.747577744,-1,,,,,,,,,,
120.99,31.27,2.91,-0.59,,,,3.963466465,2.861669524,-0.697577744,-1,,,,,,,,,,
121,29.89,0.77,-0.55,,,,2.583466465,0.721669524,-0.657577744,-1,,,,,,,,,,
121.01,29.51,2.58,-0.31,,,,2.203466465,2.531669524,-0.417577744,-1,,,,,,,,,,
121.02,30.39,4.1,0.24,,,,3.083466465,4.051669524,0.132422256,+1,,,,,,,,,,
121.03,31.13,2.46,0.15,,,,3.823466465,2.411669524,0.042422256,+1,,,,,,,,,,
121.04,31.88,0.82,0.06,,,,4.573466465,0.771669524,-0.047577744,-1,,,,,,,,,,
121.05,28.24,3.2,0.05,,,,0.933466465,3.151669524,-0.057577744,-1,,,,,,,,,,
121.06,31.29,2.76,-0.1,,,,3.983466465,2.711669524,-0.207577744,-1,,,,,,,,,,
121.07,30.61,2.33,-0.48,,,,3.303466465,2.281669524,-0.587577744,-1,,,,,,,,,,
121.08,30.82,4.5,0.99,,,,3.513466465,4.451669524,0.882422256,+1,,,,,,,,,,
121.09,31.07,5.49,0.53,,,,3.763466465,5.441669524,0.422422256,+1,,,,,,,,,,
121.1,31.33,6.23,0.07,,,,4.023466465,6.181669524,-0.037577744,-1,,,,,,,,,,
121.11,27.2,4.81,-0.07,,,,-0.106533535,4.761669524,-0.177577744,-2,,,,,,,,,,
121.12,25.26,3.4,-0.21,,,,-2.046533535,3.351669524,-0.317577744,-2,,,,,,,,,,
121.13,26.93,3.95,0.13,,,,-0.376533535,3.901669524,0.022422256,+2,,,,,,,,,,
